tweet_id,retweet_count,favorite_count
758854675097526272,829,3266
758828659922702336,3520,10299
758740312047005698,1482,5283
758474966123810816,907,3487
758467244762497024,2012,4401
758405701903519748,1739,4794
758355060040593408,948,3084
758099635764359168,9051,17421
758041019896193024,337,2475
757741869644341248,2999,6321
757729163776290825,7128,0
757725642876129280,1094,4180
757611664640446465,1001,4224
757597904299253760,276,0
757596066325864448,946,4000
757400162377592832,6254,13909
757393109802180609,1569,5368
757354760399941633,1289,4147
756998049151549440,1816,5747
756939218950160384,1822,6097
756651752796094464,1184,4610
756526248105566208,3270,9539
756303284449767430,995,3631
756288534030475264,16157,40474
756275833623502848,1389,5874
755955933503782912,2604,6720
755206590534418437,4865,15045
755110668769038337,10100,19407
754874841593970688,7166,0
754856583969079297,2292,6340
754747087846248448,471,2371
754482103782404096,1774,4849
754449512966619136,664,3440
754120377874386944,2145,7249
753655901052166144,1971,5374
753420520834629632,3205,7221
753398408988139520,1712,5273
753375668877008896,2110,7002
753298634498793472,5153,0
753294487569522689,948,3059
753039830821511168,18982,34017
753026973505581056,870,3594
752932432744185856,6233,11581
752917284578922496,1429,6377
752701944171524096,2589,0
752682090207055872,1443,5510
752660715232722944,1411,4011
752568224206688256,2069,5046
752519690950500352,3125,6727
752334515931054080,1001,3528
752309394570878976,14767,0
752173152931807232,1652,5456
751950017322246144,820,2809
751937170840121344,1182,4757
751830394383790080,1764,5355
751793661361422336,2584,5311
751598357617971201,2795,7280
751583847268179968,1000,4031
751538714308972544,1141,4637
751456908746354688,917,2959
751251247299190784,5343,11539
751205363882532864,1653,5785
751132876104687617,1173,4635
750868782890057730,1239,4390
750719632563142656,4541,12064
750506206503038976,1038,4062
750429297815552001,3885,12081
750383411068534784,1031,4186
750381685133418496,25,663
750147208377409536,872,2866
750132105863102464,1162,3305
750117059602808832,1196,3987
750101899009982464,766,2803
750086836815486976,484,1983
750071704093859840,3005,7136
750056684286914561,812,2912
750041628174217216,561,2925
750026558547456000,709,2482
750011400160841729,814,2950
749996283729883136,748,2787
749981277374128128,2252,4720
749774190421639168,1197,4278
749417653287129088,1500,5588
749403093750648834,487,2399
749395845976588288,3125,7840
749317047558017024,2028,5008
749075273010798592,1862,5279
749064354620928000,1395,4425
749036806121881602,726,2838
748977405889503236,3102,9857
748932637671223296,2041,5326
748705597323898880,868,2532
748699167502000129,1447,4334
748692773788876800,1217,3890
748575535303884801,1785,5557
748568946752774144,599,2011
748346686624440324,1116,4771
748337862848962560,3699,6950
748324050481647620,677,3398
748307329658011649,648,3382
748220828303695873,7037,12956
747963614829678593,1938,5284
747933425676525569,2331,6078
747885874273214464,872,2677
747844099428986880,669,2573
747816857231626240,1049,4442
747651430853525504,143,1256
747648653817413632,5277,11794
747600769478692864,519,2129
747594051852075008,940,3360
747512671126323200,1465,5038
747461612269887489,933,3525
747439450712596480,1737,4958
747242308580548608,2605,0
747219827526344708,1423,4803
747204161125646336,820,3069
747103485104099331,3596,8741
746906459439529985,267,2674
746872823977771008,1915,5477
746818907684614144,1578,4871
746790600704425984,1448,4464
746757706116112384,3525,8687
746726898085036033,1623,5540
746542875601690625,1727,4623
746521445350707200,891,0
746507379341139972,981,4283
746369468511756288,1470,5663
746131877086527488,1978,6287
746056683365994496,734,3254
745789745784041472,957,3601
745712589599014916,2104,6390
745433870967832576,2292,6451
745422732645535745,2179,7817
745314880350101504,2455,6510
745074613265149952,3153,7158
745057283344719872,2038,6644
744995568523612160,562,2693
744971049620602880,2416,7181
744709971296780288,1422,5129
744334592493166593,1913,6232
744234799360020481,69866,142544
744223424764059648,323,1504
743980027717509120,995,3823
743895849529389061,870,3333
743835915802583040,1846,0
743609206067040256,1256,4102
743595368194129920,5898,16679
743545585370791937,853,3217
743510151680958465,3392,7290
743253157753532416,1109,3862
743222593470234624,1720,5630
743210557239623680,1230,3508
742534281772302336,3253,6462
742528092657332225,1780,4040
742465774154047488,3567,6641
742423170473463808,3382,8943
742385895052087300,1761,6173
742161199639494656,1237,3941
742150209887731712,1387,4625
741793263812808706,1379,4151
741743634094141440,2474,7439
741438259667034112,738,3358
741303864243200000,2891,7984
741099773336379392,4966,9077
741067306818797568,2786,8713
740995100998766593,2443,5739
740711788199743490,854,3087
740699697422163968,702,2608
740676976021798912,6146,16535
740373189193256964,12025,31940
740365076218183684,382,2213
740359016048689152,792,2994
740214038584557568,1772,6067
739979191639244800,5332,18179
739932936087216128,973,3663
739844404073074688,781,3467
739623569819336705,1228,3448
739606147276148736,1483,4896
739544079319588864,19078,35890
739485634323156992,2615,6491
739238157791694849,52269,105292
738891149612572673,6,89
738885046782832640,1038,3444
738883359779196928,713,2986
738537504001953792,1381,4628
738402415918125056,733,2960
738184450748633089,1098,3913
738166403467907072,3010,7945
738156290900254721,577,2238
737826014890496000,1591,4750
737800304142471168,3150,9092
737678689543020544,1184,4560
737445876994609152,4021,9291
737322739594330112,723,3275
737310737551491075,6678,13329
736736130620620800,1530,3821
736392552031657984,6601,16089
736365877722001409,1100,3621
736225175608430592,2521,7358
736010884653420544,2684,7138
735991953473572864,1030,3256
735648611367784448,1000,3673
735635087207878657,2120,5570
735274964362878976,4497,11870
735256018284875776,798,3027
735137028879360001,869,2839
734912297295085568,469,2494
734787690684657664,5714,11371
734776360183431168,484,2289
734559631394082816,351,1355
733828123016450049,712,3252
733822306246479872,918,3337
733482008106668032,848,2836
733460102733135873,1130,3808
733109485275860992,15366,48564
732732193018155009,479,2191
732726085725589504,787,3236
732585889486888962,707,3301
732375214819057664,2267,7308
732005617171337216,4831,13471
731285275100512256,894,3153
731156023742988288,1138,3485
730924654643314689,1772,5539
730573383004487680,1898,4389
730427201120833536,936,3147
730211855403241472,952,3432
730196704625098752,1689,4359
729854734790754305,1000,3649
